wav_file,label,transcription
Ses01M_script01_1_F027,2,well how do you know she s going to marry you ? maybe she feels same way your father does .
Ses01M_script01_3_M039,2,and if you can t see that then it s just loot and there s blood all over it .
Ses01M_script01_1_F040,0,all right but you don t think like that because what the hell is this all for . this is all for you what are we working for chris ? the whole shooting match is for you .
Ses01F_impro04_M012,5,yeah . do you have a resume ?
Ses01M_impro01_F004,2,what are you . . . what s . . .what are you applying for ?
Ses05F_impro01_F012,2,is there anything you can do ? please have some compassion . is there something you can do ?
Ses05F_impro01_F017,0,isn t there anything you can do ? just call over and ask them if i can go to the front of the line in the other line .
Ses02F_script01_1_M020,2,i ll go ahead with it ?
Ses02F_script02_1_M014,1,this is great isn t it ? a six pack would be just the ticket right now .
Ses01M_impro07_M021,4,oh you mean it s not really sport that what you re saying ?
Ses01M_script03_1_M031,1,see you know i don t care what you do . you could paint yourself green and run naked to the place vendome .
Ses05F_script03_2_F006,5,well i he got a lot of pleasure out of it and it didn t hurt me .
Ses02F_impro07_F037,1,thanks .
Ses03M_impro06_M023,2,it s so fucked up .
Ses03F_script01_1_M011,2,no i don t want to argue with him but it s time that he realized that no one believes that larry s coming back anymore .
Ses01M_script03_1_M000,3,good god .
Ses03F_impro03_F015,1,oh yeah . everyone yeah . and people friends of ours were in the audience i didn t know about like family members .
Ses03F_impro07_F022,1,i m so excited . yeah i thought i was going to go to boston but then 
Ses01M_script01_1_F010,4,what ?
Ses01F_impro04_M014,5,well maybe we should sit down some time and you can just tell me all the stuff that you have done and i ll write it out .
Ses04M_impro05_M045,0,so why don t we just do that and stop this nonsense hmm ? hmm ?
Ses01M_script01_1_F006,2, breathing 
Ses01F_script02_2_F044,1,i guess we don t need glasses .
Ses05F_script01_1_F024,5,well you re a considerate fellow there s nothing wrong with that .
Ses05M_impro06_M002,2,the end he s been sick for awhile . he had cancer .
Ses01F_script02_2_F045,1,i m beginning to think this might be the right spot after all .
Ses03F_impro06_F030,2,so i was there for him .
Ses03M_impro06_M018,2,i was supposed to see him last summer
Ses02M_script03_1_M018,1,yes yes with all his might .
Ses03M_script01_1_F001,4,what do you mean . he couldn t have seen it . i was the first one up he was still in bed .
Ses05F_impro07_F039,1,exciting .
Ses02F_script01_3_M022,2,i don t know how to start .
Ses05M_impro08_F021,4,wow . that would be amazing . really ?
Ses03F_script01_1_F005,5,he cried hard huh ?
Ses05M_script01_3_M002,4,why ?
Ses02F_impro08_F020,5,okay . great . what time of the day would you like ?
Ses04M_script02_1_M024,4,for real ?
Ses02F_script02_2_F006,0,we just have different ideas of what this evening is supposed to look like .
Ses05F_impro06_M010,5,is he an actor too or ?
Ses05M_script02_2_F001,5,it s ridiculous .
Ses02M_script01_3_M014,1,you felt something that far back ?
Ses02F_impro08_M018,5,all right . so we re confirmed then or do you all right .
Ses02M_impro05_M014,2,see where it came from originally . i mean it seems like 
Ses05F_impro07_F006,1,uh i don t know .
Ses01M_script02_2_F014,0,twice is every year we ve tried that s ever .
Ses04F_script01_1_F028,2,the trouble is you don t see enough women . you never did .
Ses03M_script01_3_F034,1,what am i going to do with a fortune ?
Ses03M_impro04_F005,4,well that s what ? for what job ? who . . .what jobs are you looking for ?
Ses02M_impro08_M003,5,i i ll give you a little hint next time if it asks if you re on a rotary phone you know just stay on the line instead of instead of hitting one or two to say if you re like on a touch tone
Ses04F_script02_1_F012,0,i just don t . it s stupid .
Ses02M_script03_1_M000,3,good god .
Ses05M_script03_2_F002,5,not at all . i quite like it . i wear it often .
Ses01F_script02_2_M033,5,yes it is .
Ses04M_impro08_F025,4,really ?
Ses05F_script03_2_M041,0,very music amusing indeed .
Ses02F_script03_2_F032,2,there aren t any people upstairs . it s a photographer s studio .
Ses05M_impro05_M000,5,hi . um my luggage didn t come out of the conveyor thingy .
Ses04F_impro07_F006,1,i know . laughter 
Ses05F_impro07_M007,1,okay you re right you re right you re right right . maybe we should get a place together .
Ses01M_script02_1_M007,5,flashlight the silver one . there s only one isn t there ?
Ses03F_impro05_F010,0,fifteen percent ?
Ses05M_script01_3_M022,5,i don t i don t know where to start .
Ses03F_impro07_M009,4,oh really ?
Ses03M_impro02_M005,2,for 
Ses01M_script01_3_F014,1,everyday since .
Ses02F_impro08_F013,5,so you will absolutely be in a high rated great hotel and we can make sure that it s in a area of town that you like as well .
Ses03F_script01_1_M039,2,no i ve given it three years of thought .
Ses01M_script02_2_F030,0,i want something to turn out the way that it s supposed to .
Ses02F_script03_1_F000,3,do you think it s them ?
Ses03M_impro07_F005,4,i know . oh my god . oh my god joe i am so happy for you . well you know what that means ?
Ses01F_impro04_F021,2,that s baloney that s baloney .
Ses02M_script02_1_M006,1,how you doing ? you know what i forgot ? i forgot to bring my flashlight . how how could i forget to bring my flashlight ? how could i be so stupid ?
Ses03M_impro04_F024,2,oh i know . but 
Ses05M_script01_1b_M003,2,i don t know . but after he saw it he ran back into the house and started crying in the kitchen .
Ses02M_script01_3_M004,4,what ?
Ses01F_impro03_F016,1,he likes to keep tabs you know .
Ses01M_impro04_F013,5,well you know a little . if you were to listen to 
Ses02F_script01_1_F043,2,i don t understand you do i ?
Ses05M_script01_1_M022,0,isn t it your business too if dad if i tell dad and he throws a fit about it ? i mean you have such a talent for ignoring things .
Ses01M_impro07_F009,1,that is amazing congratulations . good for you .
Ses01F_script03_2_M011,5,no particular reason . anyhow they are very small ones .
Ses05M_impro03_M031,1,but that so we are really used to each other . we took the time apart and now we re going to get back together . we re going to move in soon .
Ses05M_script02_2_F038,1,or not .
Ses02F_impro05_M014,5,no um like i said you can file a claim and uh maybe get reimbursed for more you
Ses03F_impro07_F003,4,pregnant ? what are you talking about ? no .
Ses01M_script02_2_M003,1,well so ? what do you think ?
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses03F_impro07_M022,1,so i m going to be yeah . i m going to make films you re going to be in them .
Ses03M_impro06_M020,2,and then something like this happens you know ?
Ses05F_script02_2_F014,2,we had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing you said the most intimate things right in my ears so i could feel them as much as hear them .
Ses02F_script03_2_F043,0,thank god i realized what you are i d never marry you again ever in my life . you re a cruel fiend and i hate you . you re a beast . you re a beast i hate you . stop it . stop it .
Ses05M_script02_2_M013,2,i m trying to work this backwards . but i can t seem to pinpoint the time where everything went wrong here . okay so 
Ses02M_script03_1_M003,3,we re all right darling aren t we whatever happens ?
Ses05M_script02_2_M032,2,no i know . but i know i don t make you happy .
Ses02M_script03_2_M041,0,very amusing indeed .
Ses01M_impro06_F021,5,mmhmm .
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses03F_impro06_F010,2,it s weird i think . i feel so alone you know ? what am i going to do now ? now that he s gone .
Ses01M_script01_3_F016,1,i ll never forgive you for waiting so long . all i did was sit around and wonder if i was crazy for thinking about you .
Ses04F_script03_2_F042,0,oh i am . let go of me .
Ses04M_impro05_M018,0,just you can fill out the form we can fill out no no no we can fill out the form three times .
Ses03M_impro03_F028,4,what ?
Ses05M_script03_1_F000,3,do you think it s them ?
Ses04M_impro07_F000,4,what no way .
Ses04M_script02_2_M005,2,carla can i ask you something ? don t take this the wrong way but are you having your period ?
Ses04F_impro06_F006,2,it just doesn t seem fair .
Ses03M_impro02_F016,2,i can t do this .
Ses04F_script02_1_M028,4,for real ?
Ses05F_script02_1_M025,4,for real ?
Ses02F_script03_2_M043,0,you re not .
Ses03M_impro08a_F006,2,this has been going on for the past two weeks . i called every single day . nobody is helping me . you guys tell me the same thing over and over call again call again call again 
Ses02F_script03_2_F017,2,no it isn t .
Ses05M_impro05_M001,5,so um what do i do ?
Ses01M_impro05_M028,0,i know what you guys do when you re not working you re union people you just sit around on your ass .
Ses03M_script02_1_M041,1,oh i m giving myself goose bumps . look all my hairs are standing up .
Ses03M_impro01_M015,0, no . i m not waiting . . .i m not coming back again . i don t have time to come back five days .
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses03F_script02_2_M037,4,yeah ?
Ses02M_impro08_M023,5,it s a different number and everything
Ses04F_script02_1_M040,1,ah i m giving myself goose bumps . all my hairs are popping up .
Ses05M_impro07_F039,1,good for you .
Ses04F_impro08_M016,0,you don t understand because you ve never gone to del taco and gotten the service that i ve gotten . you don t understand .
Ses02M_impro08_F020,4,oh really ?
Ses05M_impro02_F016,3,oh my god .
Ses01F_impro07_F013,1,i would be like oh . right right right .
Ses03M_impro05a_M001,0,yeah . you do that . i m coming from baltimore . you know where that is ?
Ses04F_script02_2_F028,2,no .
Ses05F_impro05_M044,2,i have no guarantee absolutely not .
Ses05M_script01_1b_M033,0,i ll get out . i ll go get married someplace else i i ll live someplace else maybe new york .
Ses02F_script03_2_F036,0,you are far too temperamental . try to control yourself .
Ses01M_impro04_M014,0,what ?
Ses05F_impro07_F011,1,whoa this is going to be so much fun .
Ses02M_impro01_M008,0,three hours and
Ses05M_impro02_M025,2,i don t want you to i know . i know . you can t worry about me . you ve got to worry about the kids . and you ve got to take care of the kids for me . okay ? take care of the kids for me all right ?
Ses02M_impro01_F001,5,sure um
Ses01M_script01_1_F002,4,how could he see it ? i was the first one up and he was still in bed .
Ses03M_impro06_M004,2,he was my only friend growing up .
Ses04F_script01_2_M012,2,but kate 
Ses01M_script03_1_M001,3,i wonder .
Ses02F_script01_3_M031,2,then i came back and it was incredible . there was no meaning in it here . the whole thing to them seemed like sort of a bus accident . i went to work with dad and that rat race again .
Ses04F_script02_1_M028,4,for real ?
Ses04M_script01_2_M005,5,how do you know he s even thinking about it ?
Ses05M_impro02_F003,3,you didn t did you tell them you have two young children at home ?
Ses02F_impro03_F021,1,yeah i don t know laughter i mean i can t even the whole idea of like living spending my whole life with somebody that s crazy
Ses01M_impro07_F015,1,i don t know . commuting from what malibu that would be ridiculous .
Ses03F_impro03_M007,1, laughter uh drowsy .
Ses04F_impro01_M002,2,let me see the form . just let me see the form . yeah . you filled this out wrong . i can t i can t i can t do anything with this .
Ses05F_impro06_M024,5,absolutely .
Ses02M_impro04_F011,5,and the fact that you know there is always different types of things and what kind of people they want in the office and whether it s male or female or you know what i mean like things are out of your control .
Ses05F_impro08_M030,1,it was horrible but you ve made it much better thank you very much . absolutely
Ses03F_impro06_F007,2,he was amazing .
Ses03F_impro02_M016,2,you can t leave your daughter alone like this .
Ses01F_script01_1_M017,5,so all right then i ll just go ahead with it ?
Ses04F_impro03_M002,4,are you serious ? you re getting married .
Ses04M_script03_1_M003,5,we ll be alright darling . whatever happens aren t we ?
Ses01M_script03_1_M001,3,i wonder .
Ses04M_script02_1_M030,1,just some little instinctual time release firecracker went off in their little bodies and all as one they turned and formed a line as long as the california coast and started swimming .
Ses01M_impro03_F013,1,yeah .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses02F_script01_1_F032,2,i don t want a diagram . umm he thinks he s coming back chris . you marry that girl and you re pronouncing him dead .
Ses04F_impro05_M011,2,if you d like to take that over to the front desk ma am .
Ses05M_script01_3_M001,1,so you re not sorry i came ?
Ses05F_impro06_M023,5,that s the best way to put it .
Ses02F_script03_1_F001,3,well nobody know we re here except freda and she wouldn t ring up .
Ses02F_impro08_M003,5,okay .
Ses03M_impro02_F026,2,and this isn t the first time you know ? i mean you always . . .sending you off to different places and . . .
Ses02F_script03_1_F000,3,do you think it s them ?
Ses02M_impro01_M017,2,that doesn t make any sense . why ?
Ses05F_impro08_F025,5,yeah .
Ses04F_impro08_M001,5,um i basically um i i ordered some food
Ses05F_script01_1_F038,0,all right ! but don t think like that because i mean what the hell did we do all this for chris ? the whole business it s all for you ! the whole shooting match is for you !
Ses02M_script01_1_M042,2,then help me stay here .
Ses01F_script03_1_M013,1,well what does it all mean ? that s what i ask myself in my quest for ultimate truth . dear god what does it all mean ?
Ses03M_script01_1_F002,4,when ?
Ses03M_impro05b_F008,5,the luggage was left in baltimore . therefore 
Ses04F_impro01_M001,2,you need a new license is that what you re telling me ?
Ses01M_script01_2_F012,0,believe with me joe you got to believe . only last week a boy came back missing longer then larry you read it yourself .
Ses04M_impro05_M036,2,just please will you please just work with me here ? just all i m asking you to do is just work with me . i know i know that you get lots of people all day long who give you shit give you crap but
Ses02M_script03_2_M042,0,you re a vile tempered loose living wicked little beast and i hope i never see you again as long as i live .
Ses02M_script03_1_F005,1,oh . it sends shivers down my spine .
Ses01F_script02_1_M035,1,look there see ? what s that ? no that s that s just seaweed .
Ses02M_script02_1_M013,1,you cold you want my jacket ? we should ve we should ve brought our blanket our blanket how could we forget to bring the blanket ?
Ses01F_impro02_F014,2,maybe you can send it to me like stream it yeah ?
Ses01M_impro02_M001,2,i have to go back .
Ses05M_script01_1_F037,2,i don t understand you do i ?
Ses05M_script02_2_F027,2,this is just this . i mean it s a lot and everything . but it s not you know something else . am i making any sense ?
Ses03M_impro02_F000,1,um .
Ses02F_impro06_M009,5,well that s that s good you know . at least i don t know . i mean it s it s better to go to goout that way than . . .
Ses02F_script01_2_M009,2,look it s a nice day . what are we arguing for ?
Ses04M_impro04_F012,5,well that sounds like your fault .
Ses02M_impro03_M001,1,well i finally did it
Ses01M_script03_1_F002,3,what we re going to do ?
Ses01F_script02_2_F022,2,i d rather not remember some things . i d rather not hope for some things .
Ses01F_impro05_M028,5,um actually i don t know . i don t know . oh really ?
Ses05F_script03_1_F025,1,charles . that was his name . he did wriggle so beautifully .
Ses01F_script01_1_M021,2,i don t know why it is but every time i reach out for something i have to pull back because i am afraid other people will suffer . my whole bloody life time after time .
Ses02M_script02_1_F003,2,it s ours it s mine too .
Ses05F_impro02_F006,3,iraq .
Ses05M_script01_3_M017,1,oh annie we re gonna live now . i m going to make you so happy .
Ses01M_impro02_M014,2,hey listen it s going to be okay though all right ?
Ses05M_script01_1b_F016,2,what do you want me to do ? i mean you re old enough to know your own mind .
Ses05M_impro07_M035,1,but uh 
Ses04M_script02_2_M038,4,yeah ?
Ses01F_script03_2_F015,0,no . i am just making myself fascinating for you .
Ses02F_script03_1_F001,3,well nobody know we re here except freda and she wouldn t ring up .
Ses03F_impro02_F036,2,it s all i ever knew how to do . i can t quit now .
Ses05F_script01_3_M009,1,i i i have no imagination that s all i know what to say i i m embarrassing you . i i didn t want to tell you here . i wanted it to be some place different some place where we could be new to each other you know .
Ses01F_script03_1_M000,3,good god .
Ses04M_script03_2_M019,2,you needn t be so grand just because you don t happen to want any at the moment .
Ses03F_script01_3_M017,4,why didn t you ?
Ses04F_script01_3_M019,1,i kissed annie . how long how long i ve been waiting to kiss you .
Ses05F_impro08_M002,2,i put i ve been typing my number in millions of times it won t listen to me it s not working and i can t get a single human being and finally 
Ses03F_script02_2_F014,2,look i did . i always do . but it s like every time i try nothing ever happens .
Ses04M_script03_1_M028,5,line ?
Ses05M_impro02_F016,3,oh my god .
Ses02F_script03_2_F025,0,you re quite insufferable
Ses04M_impro07_F007,1,yes .
Ses05M_impro03_M003,1,oh my god it was just last weekend .
Ses04M_impro02_M013,2,it s only going to be a year . i m not going to miss my son s entire life .
Ses01M_script03_1_F010,1, laughter 
Ses02M_script02_1_M040,1,it s single mindedness with no mind it s urgency that s pure urge they don t know what drives them . they don t ask it a name or ask it a question 
Ses05M_script01_1b_M030,2,all right then mom .
Ses02M_script01_1_F017,2,what do you want me to do you re old enough to know your own mind .
Ses03F_script01_1_F029,2,what do you want from me ?
Ses04M_script01_1_F032,5,yes we did . do you want to keep going ?
Ses03M_script02_2_M022,5,you want this to be like the other time right ? that s it right ?
Ses02F_impro06_M003,5,yeah .
Ses01M_script01_1_F003,4,what was he doing here at four in the morning ?
Ses03M_impro04_M026,2,no .
Ses05M_impro02_F002,3,what ? no you can t !
Ses02F_impro01_F009,2,i have my passport and i have my driver s license . and that s all i have .
Ses05F_script03_2_M014,0,really amanda .
Ses03M_script01_3_F021,1,not like that you re not .
Ses03M_impro08a_M021,5,well okay i m going to give you a free phone card that you can use at any payphone and that s on us . okay ?
Ses04F_script01_1_F031,2,i don t want a diagram . he thinks he s coming back chris .
Ses04F_script02_1_M023,1,this is the big night for these guys . life s last orgy .
Ses03F_impro08_M018,2,no it s been three days .
Ses03F_script01_1_M009,5,being dishonest with him . that kind of thing always pays off and now it s paying off .
Ses04M_impro05_F002,5,i m sorry .
Ses04M_impro08_F003,2,okay . three two three six nine seven five zero six six . can we move on ?
Ses01F_script01_3_M021,2,hey let s drive some place . huh ? let s get out of here .
Ses01M_impro05_M004,0,are you insinuating that i don t have a college education and that for some reason that makes you a better person than i am ?
Ses05M_script03_2_M044,0,oh ! marry you again ? i wouldn t marry you again if you came crawling to me on bended knee .
Ses02F_impro08_F025,5,yeah i completely understand . it s a difficult process sometimes and we want to make traveling as easy as possible .
Ses02M_impro04_F008,5,well you re talented so keep that in mind you know you shouldn t give yourself too hard of a time .
Ses01F_script02_1_F003,4,what flashlight ?
Ses03M_impro05a_M014,0,yeah .
Ses03F_impro08_F021,5,a day ?
Ses02F_script01_3_M010,1,you feel it s wrong here don t you ? this yard this chair . i want you to be ready for me . i don t want to have to win you away from anything .
Ses03F_impro04_F017,2,yeah . i mean i get a call back and stuff but 
Ses04F_impro05_F007,4,wait . what ?
Ses03F_impro08_F019,2,no three days sir . it s not three days . it s it s only been about a day now . let s not exaggerate .
Ses03M_script02_1_M002,1,you know actually i wanted to go a little further up the coast and get away from all the lights and people but i was afraid you d miss it . how are you doing ?
Ses03M_script01_1_M015,2,listen mom just sit down . i want to talk to you .
Ses03M_impro02_F010,2,you can t . we need you . i need you .
Ses05F_impro03_F057,1,you should just approach her like that . hey will you bear my children ?
Ses04F_script01_1_F022,0,i ignore what i got to ignore . the girl is larry s girl .
Ses03F_impro05_F011,0,what ? there there s hundreds of thousands of dollars worth of stuff in there .
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses03F_script02_2_F031,0,no .
Ses05M_script01_1b_F030,4,what the hell is this ?
Ses03M_impro05b_F024,2,okay sir . i m sorry you can um 
Ses03M_script01_1_F002,4,when ?
Ses01F_impro03_M002,4,shut up . no in vegas ?
Ses05M_script03_2_F023,5,yes i did quite a lot .
Ses01F_impro03_F017,5,uh i think seven hundred and fifty dollars .
Ses02M_script02_1_M022,4,why not ?
Ses02F_script03_1_F021,1,oh thank you dear . the same applies to you except that if i catch so much as looking at another woman i ll kill you .
Ses01M_script01_1_M030,2,i ve given it lots of thought . and i keep coming back to the same thing .
Ses05F_impro05_M020,2,obviously ma am .
Ses02M_script03_1_M000,3,good god .
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses04F_impro07_M038,1,movies movie we ll go to a movie and a dinner and and
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses01F_script01_2_F010,0,i want you to i want you to act like he is coming back both of you . don t think i haven t noticed you since chris invited her here .
Ses02F_impro08_M007,5,all right . i want to make sure it s like a nice hotel i mean mean i m gonna be paying a lot of money for this so i don t wanna i don t wanna you know i don t wanna to be a waste of time .
Ses04M_impro08_M005,5,umm miss aruckman
Ses03M_impro02_F004,4,where ? who ? what are you talking about ?
Ses01F_impro02_F005,2,i know .
Ses04M_script01_3_M024,2,it s all mixed up with so many other things . you remember overseas i was in command of a company ?
Ses04F_script01_3_M027,2,you remember overseas i was in command of a company ?
Ses02M_script02_2_F008,2,we never do do we ? i mean have we ever ?
Ses05M_impro02_F016,3,oh my god .
Ses03F_impro02_F000,5,how s it going babe ?
Ses01F_impro05_F022,0,who s in charge ? who is the president of jet blue ?
Ses04F_script01_2_M007,5,uh then why is she still she s not his girl joe
Ses02M_impro07_F002,4,oh u .s .c . ? oh my gosh that s awesome that was your top choice right ?
Ses04M_impro08_M012,5,what i can do for you is give you a hundred dollars right now and fill out complaint form
Ses05F_impro03_M044,1,perfect okay good . sigh 
Ses05F_impro06_F009,2,and he could of . . . he was pretty awesome
Ses05M_script03_1_F001,1,what nobody knows we are here except freda and she wouldn t ring up .
Ses05M_impro07_M040,1,yeah yeah yeah . and it s gonna work out . i m gonna be able to pay for it i m gonna go i mean i ll have a little debt in the end . but i don t care .
Ses01M_script02_2_M030,5,you want to get married again ?
Ses02F_script01_1_M044,5,no you don t . i m a pretty tough guy .
Ses03F_script01_3_F027,2,you should tell me .
Ses04M_impro08_F020,5,you re just going to put it back on my account .
Ses02M_impro06_M020,2,to talk to somebody but
Ses02F_script03_2_M007,0,well what about me ?
Ses01F_script02_1_M030,4,for real ?
Ses02M_script03_1_M005,1,hello ? hello ? what ? wrong number .
Ses04F_impro05_F007,4,wait . what ?
Ses04F_script02_2_F031,0,no .
Ses04M_script03_2_M021,0,nothing .
Ses05F_script02_2_M027,2,no no i was just like you i thought it will be all peaches and roses and and sand in our toes and wind in our hair and the fish will always come . and the bills will always magically pay themselves and we will have three fat rosy kids and we will be haha baby the joke is on us .
Ses05M_impro04_M014,2,yeah absolutely . hello ? you know me . i go to bars all the time . like they all know me you know . but no one wants to hire me .
Ses03F_impro08_F014,5,and we will probably send you a calling card . i m very sorry . you re just going to have to be patient sir .
Ses03F_script02_2_M024,2,a vacation ?
Ses01F_script03_2_M005,2,well you let him kiss you huh ? you said you did .
Ses04M_impro03_F025,1,all fruit and brown . laughter 
Ses01F_impro03_F018,5,penny slots . that s what he plays .
Ses03M_impro07_F005,4,i know . oh my god . oh my god joe i am so happy for you . well you know what that means ?
Ses04F_impro08_M014,0,okay . you understand that s all i want . just don t give me a problem with this . okay please because i m very sensitive right now
Ses02M_impro05_F006,5,uh it didn t make it into the second plane so it looks like there they don t actually know what happened to it .
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses01M_script01_1_F039,0,well you don t want to think like that .
Ses05F_script02_2_M033,2,no i know but . i know i don t make you happy .
Ses02F_impro07_F014,1,yeah i mean there s all the money stuff and my mom s helping me with the financial aid and stuff . but it ll be fine 
Ses02F_script03_2_F014,0,what ?
Ses04F_script01_1_M018,2,you know it s not only my business .
Ses01M_script01_1_M032,2,i ll leave . i ll get married and move somewhere else maybe new york .
Ses03F_script02_1_M010,1,i hope the moon stays out .
Ses03F_script02_1_M030,4,for real ?
Ses01F_script03_1_F000,3,is it them ?
Ses04M_script03_2_M049,0,you re a vile tempered loosed living
Ses05F_impro06_F014,2,yeah . and they were really supportive like through the whole process but 
Ses03M_script01_1_M017,5,you know why i asked annie here right ?
Ses03M_impro03_F002,4,shut up . oh my god . really ? just like that ? you just asked the question and what . . .how did you ask ?
Ses01F_script02_1_F003,4,what flashlight ?
Ses02F_impro08_M000,2,yeah hello .
Ses04F_script02_2_M013,2,i thought you wanted to see it .
Ses01F_impro07_M006,1,a rapper party ho . yeah . okay .
Ses02F_impro05_M008,5,right . no . i mean they they might they might if you if you are argue the case more maybe they ll reimburse you more but right now 
Ses03F_impro07_F017,1,yeah . it s really cool .
Ses02M_script02_1_M023,1,honey this is a natural phenomenon . i mean it only happens once a year .
Ses04F_impro07_F014,1,well i was thinking maybe underwater basket weaving .
Ses04F_impro03_M040,1,wow . i just i i i feel like i m going to faint .
Ses05M_script01_1_M011,0,why should he dream about him walking around looking for him at night ? do we contradict him ? do we say straight out that we don t have any hope anymore that we haven t had any hope for years now ?
Ses01M_script01_1_F034,4,what the hell is this ?
Ses04F_script02_1_M028,4,for real ?
Ses03M_impro03_F025,1,she said sure ?
Ses04M_impro01_M000,5,yeah hi . um look i all i m trying to do right now is renew my license plate . that s all . i just need to get one of those little stickers .
Ses01F_script03_1_F012,1,who s they ?
Ses04F_impro08_F014,2,sir they have to take down your address at the other station . i will transfer . i will explain everything to them . it will all be fine . i promise .
Ses05F_script01_1_M035,0,the business ? the business ? it doesn t inspire me ?
Ses05M_script03_1_M014,1,all the futile mortals who try to make life unbearable . laugh at them be flippant . laugh at everything all their sacred shibboleths .
Ses01M_script01_3_F024,2,how many ?
Ses03F_script02_1_F003,0,i don t understand why you re always saying oh it s mine it s mine . it s not like it s just your flashlight . i mean how do you think that makes me feel ?
Ses05M_impro07_F040,5,the way to do it .
Ses02F_impro07_M005,1, . . .that s first choice huh ? that s so awesome and now look you re gonna be you re gonna be here . you know
Ses02F_script02_2_M039,4,yeah ?
Ses01F_impro05_M023,5,actually we are not necessarily liable to give you to even give you this fifty dollars so . . . it s actually it s actually really
Ses01F_script03_1_F000,3,is it them ?
Ses04M_script02_2_F010,2,twice is every time we ve tried . that s ever .
Ses03M_impro08a_M026,5,sara brown .
Ses02M_script01_2_F011,2,because if he s not coming back i ll kill myself . and laugh laugh at me but
Ses01M_impro01_F019,0,don t raise your voice with me .
Ses04M_impro08_F001,2,i m positive . they came from like another state .
Ses05M_impro06_M001,2,my friend shotty passed away .
Ses01F_impro05_M033,4,why ? have i done something wrong ? have i given you bad service ? i feel like i have done the best i could .
Ses02M_script01_1_F033,0,what the hell is this are you crazy ?
Ses01F_script03_2_F039,0,oh . yes i am .
Ses03M_impro05b_M032,0,thanks you thank you i don t have my luggage so you gave me a holiday inn stay and peanuts . wow . you know what ?
Ses02M_script02_1_M005,1,although i guess you can t tell it probably isn t them . probably be unmistakable don t you think ?
Ses02F_script02_2_M039,4,yeah ?
Ses05M_impro02_F002,3,what ? no you can t !
Ses05F_impro05_M028,2,right . yes ma am .
Ses01M_impro01_M018,2,on top of these other two forms of id which i already have .
Ses04M_script03_1_M000,3,good god .
Ses01F_script03_1_F002,3,it had to happen sooner or later . what are we going to do ?
Ses05F_script01_3_F020,2,it wouldn t work like this .
Ses05F_impro06_F022,2,something happens and they die and it s like 
Ses05M_script03_2_F004,5,oh maybe a little . nothing serious .
Ses01F_impro05_M020,5,i know .
Ses03M_impro08a_F000,2,hello ? god finally somebody look this is ridiculous . i ve been waiting online for like a half an hour now .
Ses05F_impro04_F007,2,i mean on six seven and five an hour does not does not pay the bills i mean .
Ses04M_script02_1_M020,1,there s mystery here and magic .
Ses02M_impro08_M027,5,and you know just i mean be careful in the future if um
Ses03F_impro02_M005,4,what ? you can t do that . three weeks ?
Ses03F_script03_2_F037,0,i will not . go away . go away . i hate you .
Ses02M_impro01_F018,2,i m sorry sir . there is nothing i can do .
Ses01F_script03_1_M003,3, breathing 
Ses05F_impro03_F048,1,i don t want a house i mean just 
Ses03M_impro08b_F016,2,really ? no contract ?
Ses05F_script03_2_M042,0,you are a vile tempered loose living wicked little beast and i never want to set eyes on you again .
Ses03M_impro08a_M013,5,so you could speak with me some more you could call back later on maybe .
Ses04F_script03_1_M002,3,it must be them then .
Ses02M_script03_2_F001,1,presents just a trivial little broach .
Ses01M_script01_3_M025,2,you know over seas i was in command of the company ?
Ses05F_impro07_M031,1,oh it s going to be so much fun .
Ses01M_script01_3_M006,5,you did ?
Ses02M_impro08_F011,2,and it was like something like eight hundred dollars . i don t remember . it was just a lot and i have thing in front of me right now but 
Ses04F_impro07_F066,1,no . but i m thinking i might you know like audition for a play or something . i don t really want to do the sorority thing . i m not really feeling that vibe with the
Ses03M_impro02_F004,4,where ? who ? what are you talking about ?
Ses03F_impro07_F003,4,pregnant ? what are you talking about ? no .
Ses05F_impro03_F002,1,yeah .
Ses02M_script02_2_F014,2,for heavens sake this isn t about fish .
Ses01F_script03_2_F002,1,presents ? it was only a trivial little brooch .
Ses05F_impro08_M021,2,because i paid it on time .
Ses01M_script01_1_F001,4,when ?
Ses02F_impro06_F002,2,it seemed like he had a little bit longer . like just last week he was doing was so well .
Ses02M_script01_1_M018,5,i m going to ask her to marry me .
Ses02M_script03_1_M002,3,must be them then .
Ses05M_impro05_M018,2,well i don t care if it s legal . it s happened . it s already done .
Ses04M_impro08_F023,1,i really appreciate this . i know it s not policy or whatever but seriously
Ses01M_script01_1_F010,4,what ?
Ses04M_impro05_M021,2,you don t understand . you don t understand actually . you don t understand because it was my luggage that was lost . okay .
Ses02F_script03_1_F002,3,what re we gonna do ?
